"Time (s)  קפיץ 1 עגלה עם משקולת","Position (m)  קפיץ 1 עגלה עם משקולת","Velocity (m/s)  קפיץ 1 עגלה עם משקולת","Acceleration (m/s²)  קפיץ 1 עגלה עם משקולת","Force (N)  קפיץ 1 עגלה עם משקולת","Time (s) קפיץ 1 ללא משקולת","Position (m) קפיץ 1 ללא משקולת","Velocity (m/s) קפיץ 1 ללא משקולת","Acceleration (m/s²) קפיץ 1 ללא משקולת","Force (N) קפיץ 1 ללא משקולת","Time (s) קפיץ 2 עגלה ללא משקולת","Position (m) קפיץ 2 עגלה ללא משקולת","Velocity (m/s) קפיץ 2 עגלה ללא משקולת","Acceleration (m/s²) קפיץ 2 עגלה ללא משקולת","Force (N) קפיץ 2 עגלה ללא משקולת","Time (s) פלסטלינה ללא משקולת","Position (m) פלסטלינה ללא משקולת","Velocity (m/s) פלסטלינה ללא משקולת","Acceleration (m/s²) פלסטלינה ללא משקולת","Force (N) פלסטלינה ללא משקולת"
1.978,,,,0.0,1.978,,,,0.0,1.978,,,,0.0,1.978,,,,0.0
1.980,0.03,0.04,-0.01,0.0,1.980,0.08,0.07,0.20,0.0,1.980,0.05,0.05,7.77E-14,0.0,1.980,0.06,0.06,0.02,0.0
1.982,,,,0.0,1.982,,,,0.0,1.982,,,,0.0,1.982,,,,0.0
1.984,,,,0.0,1.984,,,,0.0,1.984,,,,0.0,1.984,,,,0.0
1.986,,,,0.0,1.986,,,,0.0,1.986,,,,0.0,1.986,,,,0.0
1.988,,,,0.0,1.988,,,,0.0,1.988,,,,0.0,1.988,,,,0.0
1.990,0.03,0.04,0.04,0.0,1.990,0.08,0.07,0.12,0.0,1.990,0.05,0.05,1.80E-13,0.0,1.990,0.06,0.05,-0.14,0.0
1.992,,,,0.0,1.992,,,,0.0,1.992,,,,0.0,1.992,,,,0.0
1.994,,,,0.0,1.994,,,,0.0,1.994,,,,0.0,1.994,,,,0.0
1.996,,,,0.0,1.996,,,,0.0,1.996,,,,0.0,1.996,,,,0.0
1.998,,,,0.0,1.998,,,,0.0,1.998,,,,0.0,1.998,,,,0.0
2.000,0.04,0.04,0.10,0.0,2.000,0.08,0.07,-0.04,0.0,2.000,0.05,0.05,1.31E-13,0.0,2.000,0.06,0.05,-0.16,0.0
2.002,,,,0.0,2.002,,,,0.0,2.002,,,,0.0,2.002,,,,0.0
2.004,,,,0.0,2.004,,,,0.0,2.004,,,,0.0,2.004,,,,0.0
2.006,,,,0.0,2.006,,,,0.0,2.006,,,,0.0,2.006,,,,0.0
2.008,,,,0.0,2.008,,,,0.0,2.008,,,,0.0,2.008,,,,0.0
2.010,0.04,0.05,0.10,0.0,2.010,0.08,0.07,-0.10,0.0,2.010,0.05,0.05,-4.93E-14,0.0,2.010,0.06,0.05,-0.05,0.0
2.012,,,,0.0,2.012,,,,0.0,2.012,,,,0.0,2.012,,,,0.0
2.014,,,,0.0,2.014,,,,0.0,2.014,,,,0.0,2.014,,,,0.0
2.016,,,,0.0,2.016,,,,0.0,2.016,,,,0.0,2.016,,,,0.0
2.018,,,,0.0,2.018,,,,0.0,2.018,,,,0.0,2.018,,,,0.0
2.020,0.04,0.05,0.05,0.0,2.020,0.08,0.07,-0.05,0.0,2.020,0.05,0.05,-1.80E-13,0.0,2.020,0.06,0.05,-9.37E-14,0.0
2.022,,,,0.0,2.022,,,,0.0,2.022,,,,0.0,2.022,,,,0.0
2.024,,,,0.0,2.024,,,,0.0,2.024,,,,0.0,2.024,,,,0.0
2.026,,,,0.0,2.026,,,,0.0,2.026,,,,0.0,2.026,,,,0.0
2.028,,,,0.0,2.028,,,,0.0,2.028,,,,0.0,2.028,,,,0.0
2.030,0.04,0.05,-1.80E-14,0.0,2.030,0.08,0.07,-1.23E-5,0.0,2.030,0.05,0.05,-1.53E-13,0.0,2.030,0.06,0.05,-6.07E-14,0.0
2.032,,,,0.0,2.032,,,,0.0,2.032,,,,0.0,2.032,,,,0.0
2.034,,,,0.0,2.034,,,,0.0,2.034,,,,0.0,2.034,,,,0.0
2.036,,,,0.0,2.036,,,,0.0,2.036,,,,0.0,2.036,,,,0.0
2.038,,,,0.0,2.038,,,,0.0,2.038,,,,0.0,2.038,,,,0.0
2.040,0.04,0.05,0.01,0.0,2.040,0.08,0.07,-0.01,0.0,2.040,0.05,0.05,-9.71E-15,0.0,2.040,0.06,0.05,7.63E-15,0.0
2.042,,,,0.0,2.042,,,,0.0,2.042,,,,0.0,2.042,,,,0.0
2.044,,,,0.0,2.044,,,,0.0,2.044,,,,0.0,2.044,,,,0.0
2.046,,,,0.0,2.046,,,,0.0,2.046,,,,0.0,2.046,,,,0.0
2.048,,,,0.0,2.048,,,,0.0,2.048,,,,0.0,2.048,,,,0.0
2.050,0.04,0.05,-0.04,0.0,2.050,0.08,0.07,0.04,0.0,2.050,0.05,0.05,-0.01,0.0,2.050,0.06,0.05,-0.01,0.0
2.052,,,,0.0,2.052,,,,0.0,2.052,,,,0.0,2.052,,,,0.0
2.054,,,,0.0,2.054,,,,0.0,2.054,,,,0.0,2.054,,,,0.0
2.056,,,,0.0,2.056,,,,0.0,2.056,,,,0.0,2.056,,,,0.0
2.058,,,,0.0,2.058,,,,0.0,2.058,,,,0.0,2.058,,,,0.0
2.060,0.04,0.05,-0.10,0.0,2.060,0.08,0.07,0.10,0.0,2.060,0.05,0.05,0.03,0.0,2.060,0.06,0.05,0.03,0.0
2.062,,,,0.0,2.062,,,,0.0,2.062,,,,0.0,2.062,,,,0.0
2.064,,,,0.0,2.064,,,,0.0,2.064,,,,0.0,2.064,,,,0.0
2.066,,,,0.0,2.066,,,,0.0,2.066,,,,0.0,2.066,,,,0.0
2.068,,,,0.0,2.068,,,,0.0,2.068,,,,0.0,2.068,,,,0.0
2.070,0.04,0.04,-0.06,0.0,2.070,0.08,0.07,0.10,0.0,2.070,0.05,0.05,0.14,0.0,2.070,0.06,0.05,0.14,0.0
2.072,,,,0.0,2.072,,,,0.0,2.072,,,,0.0,2.072,,,,0.0
2.074,,,,0.0,2.074,,,,0.0,2.074,,,,0.0,2.074,,,,0.0
2.076,,,,0.0,2.076,,,,0.0,2.076,,,,0.0,2.076,,,,0.0
2.078,,,,0.0,2.078,,,,0.0,2.078,,,,0.0,2.078,,,,0.0
2.080,0.04,0.04,0.04,0.0,2.080,0.08,0.07,0.05,0.0,2.080,0.06,0.05,0.20,0.0,2.080,0.06,0.05,0.20,0.0
2.082,,,,0.0,2.082,,,,0.0,2.082,,,,0.0,2.082,,,,0.0
2.084,,,,0.0,2.084,,,,0.0,2.084,,,,0.0,2.084,,,,0.0
2.086,,,,0.0,2.086,,,,0.0,2.086,,,,0.0,2.086,,,,0.0
2.088,,,,0.0,2.088,,,,0.0,2.088,,,,0.0,2.088,,,,0.0
2.090,0.04,0.05,0.10,0.0,2.090,0.08,0.07,7.63E-15,0.0,2.090,0.06,0.06,0.12,0.0,2.090,0.06,0.06,0.12,0.0
2.092,,,,0.0,2.092,,,,0.0,2.092,,,,0.0,2.092,,,,0.0
2.094,,,,0.0,2.094,,,,0.0,2.094,,,,0.0,2.094,,,,0.0
2.096,,,,0.0,2.096,,,,0.0,2.096,,,,0.0,2.096,,,,0.0
2.098,,,,0.0,2.098,,,,0.0,2.098,,,,0.0,2.098,,,,0.0
2.100,0.04,0.05,0.05,0.0,2.100,0.08,0.07,3.82E-14,0.0,2.100,0.06,0.06,-0.08,0.0,2.100,0.06,0.06,-0.09,0.0
2.102,,,,0.0,2.102,,,,0.0,2.102,,,,0.0,2.102,,,,0.0
2.104,,,,0.0,2.104,,,,0.0,2.104,,,,0.0,2.104,,,,0.0
2.106,,,,0.0,2.106,,,,0.0,2.106,,,,0.0,2.106,,,,0.0
2.108,,,,0.0,2.108,,,,0.0,2.108,,,,0.0,2.108,,,,0.0
2.110,0.04,0.05,0.04,0.0,2.110,0.08,0.07,3.05E-14,0.0,2.110,0.06,0.05,-0.20,0.0,2.110,0.06,0.05,-0.16,0.0
2.112,,,,0.0,2.112,,,,0.0,2.112,,,,0.0,2.112,,,,0.0
2.114,,,,0.0,2.114,,,,0.0,2.114,,,,0.0,2.114,,,,0.0
2.116,,,,0.0,2.116,,,,0.0,2.116,,,,0.0,2.116,,,,0.0
2.118,,,,0.0,2.118,,,,0.0,2.118,,,,0.0,2.118,,,,0.0
2.120,0.04,0.05,0.10,0.0,2.120,0.08,0.07,-4.86E-15,0.0,2.120,0.06,0.05,-0.16,0.0,2.120,0.07,0.05,-0.02,0.0
2.122,,,,0.0,2.122,,,,0.0,2.122,,,,0.0,2.122,,,,0.0
2.124,,,,0.0,2.124,,,,0.0,2.124,,,,0.0,2.124,,,,0.0
2.126,,,,0.0,2.126,,,,0.0,2.126,,,,0.0,2.126,,,,0.0
2.128,,,,0.0,2.128,,,,0.0,2.128,,,,0.0,2.128,,,,0.0
2.130,0.04,0.05,0.06,0.0,2.130,0.09,0.07,-5.83E-14,0.0,2.130,0.06,0.05,-0.02,0.0,2.130,0.07,0.05,0.15,0.0
2.132,,,,0.0,2.132,,,,0.0,2.132,,,,0.0,2.132,,,,0.0
2.134,,,,0.0,2.134,,,,0.0,2.134,,,,0.0,2.134,,,,0.0
2.136,,,,0.0,2.136,,,,0.0,2.136,,,,0.0,2.136,,,,0.0
2.138,,,,0.0,2.138,,,,0.0,2.138,,,,0.0,2.138,,,,0.0
2.140,0.04,0.05,-0.05,0.0,2.140,0.09,0.07,-2.98E-14,0.0,2.140,0.06,0.05,0.14,0.0,2.140,0.07,0.06,0.12,0.0
2.142,,,,0.0,2.142,,,,0.0,2.142,,,,0.0,2.142,,,,0.0
2.144,,,,0.0,2.144,,,,0.0,2.144,,,,0.0,2.144,,,,0.0
2.146,,,,0.0,2.146,,,,0.0,2.146,,,,0.0,2.146,,,,0.0
2.148,,,,0.0,2.148,,,,0.0,2.148,,,,0.0,2.148,,,,0.0
2.150,0.04,0.05,-0.06,0.0,2.150,0.09,0.07,9.71E-14,0.0,2.150,0.06,0.05,0.20,0.0,2.150,0.07,0.06,-0.09,0.0
2.152,,,,0.0,2.152,,,,0.0,2.152,,,,0.0,2.152,,,,0.0
2.154,,,,0.0,2.154,,,,0.0,2.154,,,,0.0,2.154,,,,0.0
2.156,,,,0.0,2.156,,,,0.0,2.156,,,,0.0,2.156,,,,0.0
2.158,,,,0.0,2.158,,,,0.0,2.158,,,,0.0,2.158,,,,0.0
2.160,0.04,0.05,0.05,0.0,2.160,0.09,0.07,9.99E-14,0.0,2.160,0.06,0.06,0.16,0.0,2.160,0.07,0.05,-0.16,0.0
2.162,,,,0.0,2.162,,,,0.0,2.162,,,,0.0,2.162,,,,0.0
2.164,,,,0.0,2.164,,,,0.0,2.164,,,,0.0,2.164,,,,0.0
2.166,,,,0.0,2.166,,,,0.0,2.166,,,,0.0,2.166,,,,0.0
2.168,,,,0.0,2.168,,,,0.0,2.168,,,,0.0,2.168,,,,0.0
2.170,0.04,0.05,0.06,0.0,2.170,0.09,0.07,-1.94E-14,0.0,2.170,0.06,0.06,0.05,0.0,2.170,0.07,0.05,-0.02,0.0
2.172,,,,0.0,2.172,,,,0.0,2.172,,,,0.0,2.172,,,,0.0
2.174,,,,0.0,2.174,,,,0.0,2.174,,,,0.0,2.174,,,,0.0
2.176,,,,0.0,2.176,,,,0.0,2.176,,,,0.0,2.176,,,,0.0
2.178,,,,0.0,2.178,,,,0.0,2.178,,,,0.0,2.178,,,,0.0
2.180,0.04,0.05,-0.05,0.0,2.180,0.09,0.07,-1.20E-13,0.0,2.180,0.06,0.06,0.01,0.0,2.180,0.07,0.05,0.15,0.0
2.182,,,,0.0,2.182,,,,0.0,2.182,,,,0.0,2.182,,,,0.0
2.184,,,,0.0,2.184,,,,0.0,2.184,,,,0.0,2.184,,,,0.0
2.186,,,,0.0,2.186,,,,0.0,2.186,,,,0.0,2.186,,,,0.0
2.188,,,,0.0,2.188,,,,0.0,2.188,,,,0.0,2.188,,,,0.0
2.190,0.04,0.05,-0.06,0.0,2.190,0.09,0.07,-0.01,0.0,2.190,0.06,0.06,-0.04,0.0,2.190,0.07,0.06,0.12,0.0
2.192,,,,0.0,2.192,,,,0.0,2.192,,,,0.0,2.192,,,,0.0
2.194,,,,0.0,2.194,,,,0.0,2.194,,,,0.0,2.194,,,,0.0
2.196,,,,0.0,2.196,,,,0.0,2.196,,,,0.0,2.196,,,,0.0
2.198,,,,0.0,2.198,,,,0.0,2.198,,,,0.0,2.198,,,,0.0
2.200,0.04,0.05,0.05,0.0,2.200,0.09,0.07,0.03,0.0,2.200,0.06,0.06,-0.10,0.0,2.200,0.07,0.06,-0.05,0.0
2.202,,,,0.0,2.202,,,,0.0,2.202,,,,0.0,2.202,,,,0.0
2.204,,,,0.0,2.204,,,,0.0,2.204,,,,0.0,2.204,,,,0.0
2.206,,,,0.0,2.206,,,,0.0,2.206,,,,0.0,2.206,,,,0.0
2.208,,,,0.0,2.208,,,,0.0,2.208,,,,0.0,2.208,,,,0.0
2.210,0.04,0.05,0.06,0.0,2.210,0.09,0.07,0.14,0.0,2.210,0.06,0.05,-0.06,0.0,2.210,0.07,0.05,-0.06,0.0
2.212,,,,0.0,2.212,,,,0.0,2.212,,,,0.0,2.212,,,,0.0
2.214,,,,0.0,2.214,,,,0.0,2.214,,,,0.0,2.214,,,,0.0
2.216,,,,0.0,2.216,,,,0.0,2.216,,,,0.0,2.216,,,,0.0
2.218,,,,0.0,2.218,,,,0.0,2.218,,,,0.0,2.218,,,,0.0
2.220,0.05,0.05,-0.05,0.0,2.220,0.09,0.07,0.21,0.0,2.220,0.06,0.05,0.05,0.0,2.220,0.07,0.05,0.05,0.0
2.222,,,,0.0,2.222,,,,0.0,2.222,,,,0.0,2.222,,,,0.0
2.224,,,,0.0,2.224,,,,0.0,2.224,,,,0.0,2.224,,,,0.0
2.226,,,,0.0,2.226,,,,0.0,2.226,,,,0.0,2.226,,,,0.0
2.228,,,,0.0,2.228,,,,0.0,2.228,,,,0.0,2.228,,,,0.0
2.230,0.05,0.05,-0.06,0.0,2.230,0.09,0.07,0.12,0.0,2.230,0.06,0.06,0.06,0.0,2.230,0.07,0.06,0.07,0.0
2.232,,,,0.0,2.232,,,,0.0,2.232,,,,0.0,2.232,,,,0.0
2.234,,,,0.0,2.234,,,,0.0,2.234,,,,0.0,2.234,,,,0.0
2.236,,,,0.0,2.236,,,,0.0,2.236,,,,0.0,2.236,,,,0.0
2.238,,,,0.0,2.238,,,,0.0,2.238,,,,0.0,2.238,,,,0.0
2.240,0.05,0.05,0.05,0.0,2.240,0.09,0.07,-0.09,0.0,2.240,0.06,0.06,-0.05,0.0,2.240,0.07,0.06,-0.09,0.0
2.242,,,,0.0,2.242,,,,0.0,2.242,,,,0.0,2.242,,,,0.0
2.244,,,,0.0,2.244,,,,0.0,2.244,,,,0.0,2.244,,,,0.0
2.246,,,,0.0,2.246,,,,0.0,2.246,,,,0.0,2.246,,,,0.0
2.248,,,,0.0,2.248,,,,0.0,2.248,,,,0.0,2.248,,,,0.0
2.250,0.05,0.05,0.06,0.0,2.250,0.09,0.07,-0.16,0.0,2.250,0.06,0.05,-0.07,0.0,2.250,0.07,0.05,-0.16,0.0
2.252,,,,0.0,2.252,,,,0.0,2.252,,,,0.0,2.252,,,,0.0
2.254,,,,0.0,2.254,,,,0.0,2.254,,,,0.0,2.254,,,,0.0
2.256,,,,0.0,2.256,,,,0.0,2.256,,,,0.0,2.256,,,,0.0
2.258,,,,0.0,2.258,,,,0.0,2.258,,,,0.0,2.258,,,,0.0
2.260,0.05,0.05,-0.05,0.0,2.260,0.09,0.07,-0.02,0.0,2.260,0.07,0.05,0.08,0.0,2.260,0.07,0.05,-0.02,0.0
2.262,,,,0.0,2.262,,,,0.0,2.262,,,,0.0,2.262,,,,0.0
2.264,,,,0.0,2.264,,,,0.0,2.264,,,,0.0,2.264,,,,0.0
2.266,,,,0.0,2.266,,,,0.0,2.266,,,,0.0,2.266,,,,0.0
2.268,,,,0.0,2.268,,,,0.0,2.268,,,,0.0,2.268,,,,0.0
2.270,0.05,0.05,-0.06,0.0,2.270,0.10,0.07,0.14,0.0,2.270,0.07,0.06,0.20,0.0,2.270,0.07,0.05,0.14,0.0
2.272,,,,0.0,2.272,,,,0.0,2.272,,,,0.0,2.272,,,,0.0
2.274,,,,0.0,2.274,,,,0.0,2.274,,,,0.0,2.274,,,,0.0
2.276,,,,0.0,2.276,,,,0.0,2.276,,,,0.0,2.276,,,,0.0
2.278,,,,0.0,2.278,,,,0.0,2.278,,,,0.0,2.278,,,,0.0
2.280,0.05,0.05,0.05,0.0,2.280,0.10,0.07,0.16,0.0,2.280,0.07,0.06,0.12,0.0,2.280,0.07,0.06,0.16,0.0
2.282,,,,0.0,2.282,,,,0.0,2.282,,,,0.0,2.282,,,,0.0
2.284,,,,0.0,2.284,,,,0.0,2.284,,,,0.0,2.284,,,,0.0
2.286,,,,0.0,2.286,,,,0.0,2.286,,,,0.0,2.286,,,,0.0
2.288,,,,0.0,2.288,,,,0.0,2.288,,,,0.0,2.288,,,,0.0
2.290,0.05,0.05,0.06,0.0,2.290,0.10,0.07,0.05,0.0,2.290,0.07,0.06,-0.04,0.0,2.290,0.07,0.06,0.05,0.0
2.292,,,,0.0,2.292,,,,0.0,2.292,,,,0.0,2.292,,,,0.0
2.294,,,,0.0,2.294,,,,0.0,2.294,,,,0.0,2.294,,,,0.0
2.296,,,,0.0,2.296,,,,0.0,2.296,,,,0.0,2.296,,,,0.0
2.298,,,,0.0,2.298,,,,0.0,2.298,,,,0.0,2.298,,,,0.0
2.300,0.05,0.05,-0.05,0.0,2.300,0.10,0.07,0.04,0.0,2.300,0.07,0.06,-0.10,0.0,2.300,0.08,0.06,0.01,0.0
2.302,,,,0.0,2.302,,,,0.0,2.302,,,,0.0,2.302,,,,0.0
2.304,,,,0.0,2.304,,,,0.0,2.304,,,,0.0,2.304,,,,0.0
2.306,,,,0.0,2.306,,,,0.0,2.306,,,,0.0,2.306,,,,0.0
2.308,,,,0.0,2.308,,,,0.0,2.308,,,,0.0,2.308,,,,0.0
2.310,0.05,0.05,-0.06,0.0,2.310,0.10,0.07,0.10,0.0,2.310,0.07,0.06,-0.05,0.0,2.310,0.08,0.06,-0.04,0.0
2.312,,,,0.0,2.312,,,,0.0,2.312,,,,0.0,2.312,,,,0.0
2.314,,,,0.0,2.314,,,,0.0,2.314,,,,0.0,2.314,,,,0.0
2.316,,,,0.0,2.316,,,,0.0,2.316,,,,0.0,2.316,,,,0.0
2.318,,,,0.0,2.318,,,,0.0,2.318,,,,0.0,2.318,,,,0.0
2.320,0.05,0.05,0.05,0.0,2.320,0.10,0.08,0.06,0.0,2.320,0.07,0.06,-1.70E-14,0.0,2.320,0.08,0.06,-0.10,0.0
2.322,,,,0.0,2.322,,,,0.0,2.322,,,,0.0,2.322,,,,0.0
2.324,,,,0.0,2.324,,,,0.0,2.324,,,,0.0,2.324,,,,0.0
2.326,,,,0.0,2.326,,,,0.0,2.326,,,,0.0,2.326,,,,0.0
2.328,,,,0.0,2.328,,,,0.0,2.328,,,,0.0,2.328,,,,0.0
2.330,0.05,0.05,0.06,0.0,2.330,0.10,0.08,-0.04,0.0,2.330,0.07,0.06,-0.01,0.0,2.330,0.08,0.05,-0.06,0.0
2.332,,,,0.0,2.332,,,,0.0,2.332,,,,0.0,2.332,,,,0.0
2.334,,,,0.0,2.334,,,,0.0,2.334,,,,0.0,2.334,,,,0.0
2.336,,,,0.0,2.336,,,,0.0,2.336,,,,0.0,2.336,,,,0.0
2.338,,,,0.0,2.338,,,,0.0,2.338,,,,0.0,2.338,,,,0.0
2.340,0.05,0.05,-0.05,0.0,2.340,0.10,0.07,-0.11,0.0,2.340,0.07,0.06,0.04,0.0,2.340,0.08,0.05,0.04,0.0
2.342,,,,0.0,2.342,,,,0.0,2.342,,,,0.0,2.342,,,,0.0
2.344,,,,0.0,2.344,,,,0.0,2.344,,,,0.0,2.344,,,,0.0
2.346,,,,0.0,2.346,,,,0.0,2.346,,,,0.0,2.346,,,,0.0
2.348,,,,0.0,2.348,,,,0.0,2.348,,,,0.0,2.348,,,,0.0
2.350,0.05,0.05,-0.07,0.0,2.350,0.10,0.07,-0.01,0.0,2.350,0.07,0.06,0.10,0.0,2.350,0.08,0.06,0.10,0.0
2.352,,,,0.0,2.352,,,,0.0,2.352,,,,0.0,2.352,,,,0.0
2.354,,,,0.0,2.354,,,,0.0,2.354,,,,0.0,2.354,,,,0.0
2.356,,,,0.0,2.356,,,,0.0,2.356,,,,0.0,2.356,,,,0.0
2.358,,,,0.0,2.358,,,,0.0,2.358,,,,0.0,2.358,,,,0.0
2.360,0.05,0.05,0.09,0.0,2.360,0.10,0.07,0.10,0.0,2.360,0.07,0.06,0.10,0.0,2.360,0.08,0.06,0.05,0.0
2.362,,,,0.0,2.362,,,,0.0,2.362,,,,0.0,2.362,,,,0.0
2.364,,,,0.0,2.364,,,,0.0,2.364,,,,0.0,2.364,,,,0.0
2.366,,,,0.0,2.366,,,,0.0,2.366,,,,0.0,2.366,,,,0.0
2.368,,,,0.0,2.368,,,,0.0,2.368,,,,0.0,2.368,,,,0.0
2.370,0.05,0.05,0.16,0.0,2.370,0.10,0.08,0.10,0.0,2.370,0.07,0.06,0.05,0.0,2.370,0.08,0.06,0.04,0.0
2.372,,,,0.0,2.372,,,,0.0,2.372,,,,0.0,2.372,,,,0.0
2.374,,,,0.0,2.374,,,,0.0,2.374,,,,0.0,2.374,,,,0.0
2.376,,,,0.0,2.376,,,,0.0,2.376,,,,0.0,2.376,,,,0.0
2.378,,,,0.0,2.378,,,,0.0,2.378,,,,0.0,2.378,,,,0.0
2.380,0.05,0.05,0.02,0.0,2.380,0.10,0.08,0.05,0.0,2.380,0.07,0.06,1.25E-14,0.0,2.380,0.08,0.06,0.10,0.0
2.382,,,,0.0,2.382,,,,0.0,2.382,,,,0.0,2.382,,,,0.0
2.384,,,,0.0,2.384,,,,0.0,2.384,,,,0.0,2.384,,,,0.0
2.386,,,,0.0,2.386,,,,0.0,2.386,,,,0.0,2.386,,,,0.0
2.388,,,,0.0,2.388,,,,0.0,2.388,,,,0.0,2.388,,,,0.0
2.390,0.05,0.05,-0.15,0.0,2.390,0.10,0.08,-0.01,0.0,2.390,0.07,0.06,-5.52E-14,0.0,2.390,0.08,0.06,0.06,0.0
2.392,,,,0.0,2.392,,,,0.0,2.392,,,,0.0,2.392,,,,0.0
2.394,,,,0.0,2.394,,,,0.0,2.394,,,,0.0,2.394,,,,0.0
2.396,,,,0.0,2.396,,,,0.0,2.396,,,,0.0,2.396,,,,0.0
2.398,,,,0.0,2.398,,,,0.0,2.398,,,,0.0,2.398,,,,0.0
2.400,0.05,0.05,-0.12,0.0,2.400,0.10,0.08,0.04,0.0,2.400,0.07,0.06,-6.80E-14,0.0,2.400,0.08,0.06,-0.04,0.0
2.402,,,,0.0,2.402,,,,0.0,2.402,,,,0.0,2.402,,,,0.0
2.404,,,,0.0,2.404,,,,0.0,2.404,,,,0.0,2.404,,,,0.0
2.406,,,,0.0,2.406,,,,0.0,2.406,,,,0.0,2.406,,,,0.0
2.408,,,,0.0,2.408,,,,0.0,2.408,,,,0.0,2.408,,,,0.0
2.410,0.05,0.05,0.08,0.0,2.410,0.11,0.08,0.10,0.0,2.410,0.07,0.06,-2.46E-14,0.0,2.410,0.08,0.06,-0.11,0.0
2.412,,,,0.0,2.412,,,,0.0,2.412,,,,0.0,2.412,,,,0.0
2.414,,,,0.0,2.414,,,,0.0,2.414,,,,0.0,2.414,,,,0.0
2.416,,,,0.0,2.416,,,,0.0,2.416,,,,0.0,2.416,,,,0.0
2.418,,,,0.0,2.418,,,,0.0,2.418,,,,0.0,2.418,,,,0.0
2.420,0.05,0.05,0.20,0.0,2.420,0.11,0.08,0.10,0.0,2.420,0.07,0.06,-2.78E-15,0.0,2.420,0.08,0.06,-0.01,0.0
2.422,,,,0.0,2.422,,,,0.0,2.422,,,,0.0,2.422,,,,0.0
2.424,,,,0.0,2.424,,,,0.0,2.424,,,,0.0,2.424,,,,0.0
2.426,,,,0.0,2.426,,,,0.0,2.426,,,,0.0,2.426,,,,0.0
2.428,,,,0.0,2.428,,,,0.0,2.428,,,,0.0,2.428,,,,0.0
2.430,0.06,0.05,0.16,0.0,2.430,0.11,0.08,0.05,0.0,2.430,0.08,0.06,2.08E-14,0.0,2.430,0.08,0.06,0.10,0.0
2.432,,,,0.0,2.432,,,,0.0,2.432,,,,0.0,2.432,,,,0.0
2.434,,,,0.0,2.434,,,,0.0,2.434,,,,0.0,2.434,,,,0.0
2.436,,,,0.0,2.436,,,,0.0,2.436,,,,0.0,2.436,,,,0.0
2.438,,,,0.0,2.438,,,,0.0,2.438,,,,0.0,2.438,,,,0.0
2.440,0.06,0.05,0.05,0.0,2.440,0.11,0.08,-1.39E-14,0.0,2.440,0.08,0.06,2.32E-14,0.0,2.440,0.08,0.06,0.10,0.0
2.442,,,,0.0,2.442,,,,0.0,2.442,,,,0.0,2.442,,,,0.0
2.444,,,,0.0,2.444,,,,0.0,2.444,,,,0.0,2.444,,,,0.0
2.446,,,,0.0,2.446,,,,0.0,2.446,,,,0.0,2.446,,,,0.0
2.448,,,,0.0,2.448,,,,0.0,2.448,,,,0.0,2.448,,,,0.0
2.450,0.06,0.05,0.01,0.0,2.450,0.11,0.08,1.26E-13,0.0,2.450,0.08,0.06,2.43E-15,0.0,2.450,0.08,0.06,0.05,0.0
2.452,,,,0.0,2.452,,,,0.0,2.452,,,,0.0,2.452,,,,0.0
2.454,,,,0.0,2.454,,,,0.0,2.454,,,,0.0,2.454,,,,0.0
2.456,,,,0.0,2.456,,,,0.0,2.456,,,,0.0,2.456,,,,0.0
2.458,,,,0.0,2.458,,,,0.0,2.458,,,,0.0,2.458,,,,0.0
2.460,0.06,0.05,-0.03,0.0,2.460,0.11,0.08,-0.01,0.0,2.460,0.08,0.06,2.57E-14,0.0,2.460,0.08,0.06,-0.01,0.0
2.462,,,,0.0,2.462,,,,0.0,2.462,,,,0.0,2.462,,,,0.0
2.464,,,,0.0,2.464,,,,0.0,2.464,,,,0.0,2.464,,,,0.0
2.466,,,,0.0,2.466,,,,0.0,2.466,,,,0.0,2.466,,,,0.0
2.468,,,,0.0,2.468,,,,0.0,2.468,,,,0.0,2.468,,,,0.0
2.470,0.06,0.05,-0.14,0.0,2.470,0.11,0.08,0.04,0.0,2.470,0.08,0.06,4.75E-14,0.0,2.470,0.09,0.06,0.04,0.0
2.472,,,,0.0,2.472,,,,0.0,2.472,,,,0.0,2.472,,,,0.0
2.474,,,,0.0,2.474,,,,0.0,2.474,,,,0.0,2.474,,,,0.0
2.476,,,,0.0,2.476,,,,0.0,2.476,,,,0.0,2.476,,,,0.0
2.478,,,,0.0,2.478,,,,0.0,2.478,,,,0.0,2.478,,,,0.0
2.480,0.06,0.05,-0.17,0.0,2.480,0.11,0.08,0.10,0.0,2.480,0.08,0.06,-0.01,0.0,2.480,0.09,0.06,0.10,0.0
2.482,,,,0.0,2.482,,,,0.0,2.482,,,,0.0,2.482,,,,0.0
2.484,,,,0.0,2.484,,,,0.0,2.484,,,,0.0,2.484,,,,0.0
2.486,,,,0.0,2.486,,,,0.0,2.486,,,,0.0,2.486,,,,0.0
2.488,,,,0.0,2.488,,,,0.0,2.488,,,,0.0,2.488,,,,0.0
2.490,0.06,0.05,0.01,0.0,2.490,0.11,0.08,0.06,0.0,2.490,0.08,0.06,0.03,0.0,2.490,0.09,0.06,0.10,0.0
2.492,,,,0.0,2.492,,,,0.0,2.492,,,,0.0,2.492,,,,0.0
2.494,,,,0.0,2.494,,,,0.0,2.494,,,,0.0,2.494,,,,0.0
